ssa,pso,so,sparrow_sa,ssa
28.091490139377374,118.71962169113422,975.8451998653261,0.03351340576574764,147.83730241213732
10.005765491835525,116.99747056881787,688.1267998550926,0.03351340576574764,86.14528633589721
10.005765491835525,116.17577582689572,688.1267998550926,0.03351340576574764,86.14528633589721
10.005765491835525,115.87427677315381,675.0394036511599,0.013896888317296248,86.14528633589721
10.005765491835525,115.86082584362961,578.9750238400874,0.013896888317296248,86.14528633589721
10.005765491835525,115.86082584362961,434.8842230930146,0.013896888317296248,86.14528633589721
10.005765491835525,115.86082584362961,434.8842230930146,0.013896888317296248,86.14528633589721
10.005765491835525,115.86082584362961,420.1820621897486,0.013896888317296248,48.78787363541499
10.005765491835525,115.86082584362961,420.1820621897486,0.013896888317296248,48.78787363541499
10.005765491835525,115.86082584362961,328.58447951393384,0.013896888317296248,48.78787363541499
10.005765491835525,115.86082584362961,328.58447951393384,0.013896888317296248,48.38379133484061
10.005765491835525,115.08873818785733,267.2828002642914,0.002095588753205919,2.9826598126785497
0.265086218809708,113.92192058867194,253.12027811577758,0.002095588753205919,2.9826598126785497
0.265086218809708,113.00330891941195,194.82981645262322,0.002095588753205919,2.5068525394593806
0.265086218809708,112.2779187264605,194.82981645262322,0.002095588753205919,0.06895422114624694
0.265086218809708,107.22494144131608,194.82981645262322,0.002095588753205919,0.06895422114624694
0.0009358508630836418,86.6130282355317,156.60529414323435,0.002095588753205919,0.05166196089590372
0.0009358508630836418,71.96669767090421,134.12364496360792,0.002095588753205919,0.025024147449604607
0.0005375716012729004,61.4292812192022,99.88735861620758,0.002095588753205919,0.002409808431446302
0.0005375716012729004,44.0782192075805,72.04280597264275,0.0006429894106502199,0.002409808431446302
0.00017831951800830116,31.421666586087873,28.314378939919912,0.0006429894106502199,0.00025545949662558195
0.0001456615797196983,23.139624488893773,28.314378939919912,3.6249811499596406e-07,3.921579490730345e-05
3.6654693876650737e-06,17.693638811138484,2.591181556671444,3.6249811499596406e-07,5.212409354765989e-06
3.6654693876650737e-06,12.767063704010052,2.591181556671444,3.6249811499596406e-07,3.942535260151393e-06
8.402778681995871e-07,7.548462435436458,1.3273346433468363,5.751526504215678e-08,5.078882422921072e-07
3.838822088418963e-07,3.9057605784066296,0.44232165246830946,7.542549818427027e-09,2.3935642448953494e-08
1.0621442537193648e-07,1.7177096593527306,0.44232165246830946,7.989835979093204e-12,3.724589913872148e-09
2.4471584900566914e-08,0.7140835887156333,0.44232165246830946,7.989835979093204e-12,1.9232572270981624e-09
1.0314908481908831e-08,0.21079831661134926,0.44232165246830946,7.989835979093204e-12,8.531176622419589e-10
8.00239132910268e-09,0.20719690386017017,0.3393728834832497,7.989835979093204e-12,1.1126616069723231e-11
